pslist.nproc,pslist.nppid,pslist.avg_threads,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,malfind.ninjections,malfind.commitCharge,psxview.not_in_pslist,callbacks.ncallbacks,Class
37,29,31.92675229658492,4816,58.445454380932766,23133,313.8012708208046,4,4,4,5,6,0,45,Malware
32,31,23.304592516974157,1674,50.04488288332089,24550,425.91377675717104,7,3,1,5,40,0,57,Malware
41,39,19.948017710022583,3145,29.059359258613068,8546,492.9101060723855,4,1,0,0,22,1,76,Benign
45,20,26.38519064447901,2032,18.336179652952303,13231,200.5830562908688,10,1,4,3,35,1,19,Malware
88,32,23.26559750666607,1926,48.97677092966469,18657,142.60330507712888,5,5,3,9,40,1,95,Malware
78,23,34.510250190434405,4575,59.497214390546,6350,258.266899961046,12,6,3,2,11,1,77,Malware
92,22,10.702663764926097,1760,23.948747689623602,23378,157.42171046041904,7,3,1,7,2,1,88,Malware
91,29,18.47134178739445,4561,55.79315361674979,27964,433.6960808337417,5,6,1,0,18,1,61,Benign
78,35,32.54721506856661,3474,16.26853527939601,19140,300.44995181454556,3,0,2,1,9,1,58,Benign
80,36,32.44211179725573,1226,57.61031271259271,22127,347.9849529634589,8,7,4,5,6,0,53,Benign
62,34,19.860405396835205,2776,47.266945622153166,8282,160.2450217105575,1,2,4,0,34,2,14,Benign
59,18,9.044270060041445,4658,27.329811463185173,25517,399.84352633462663,4,6,4,0,12,1,24,Benign
88,18,29.448739024787074,3064,25.231591114811692,11611,489.43272477398415,2,6,4,0,21,0,17,Benign
44,25,22.554955595100427,3610,42.171767696967564,15556,292.9541005969056,9,2,2,5,26,0,64,Malware
52,21,28.194980475717703,3275,39.675357012934995,20570,484.98292191625734,6,4,0,4,10,1,29,Malware
74,19,18.875708942317708,1705,55.94683507468432,24811,113.886437536544,11,1,1,3,16,0,86,Malware
91,15,11.116517658104797,2815,48.31215671046071,9910,114.28908552574217,7,8,1,0,15,1,15,Benign
44,27,5.719682224385625,2261,37.01824362869634,15448,484.0051643037566,5,4,3,5,23,2,10,Malware
75,11,21.774148065192563,4452,56.37829209198273,8985,380.1062389724112,13,3,4,6,42,0,55,Malware
93,36,9.831385366447687,4854,39.636531566660935,27140,175.4758908096019,8,9,1,2,21,0,51,Malware
75,29,10.614116257934644,4995,52.484241783033866,12443,245.5499196370277,7,2,3,1,43,2,91,Malware
85,18,18.08916892871493,2410,52.047132604892816,21875,303.1012271712691,1,0,2,2,16,2,79,Malware
73,28,18.262312203166935,1668,55.95974294747681,11441,381.0550942274978,1,6,3,3,11,2,58,Benign
58,15,13.231612706171159,3301,13.380101563955229,12976,436.81062407009176,6,2,4,2,20,0,99,Malware
91,11,8.957666252704055,4379,39.19098339733888,25537,133.0625618852779,4,9,3,3,21,2,43,Malware
81,24,33.34858255467013,2845,33.41962955855246,6949,362.6296493955655,4,0,4,0,16,1,66,Benign
83,26,8.949218476347799,2337,34.52711917323363,26877,290.68456545517716,3,9,2,3,11,1,26,Malware
86,25,15.523177538033885,2324,32.99553018101014,8133,339.04891017721116,5,9,2,0,33,0,98,Benign
95,37,14.146039778223386,1117,51.87333447111705,16709,303.41264264452093,11,7,2,4,22,1,72,Malware
51,30,30.990136908756558,2868,25.92164487084694,7134,280.27722020378206,9,7,3,1,25,2,70,Benign
49,17,17.301873454357114,3097,33.13755408148892,5610,182.20511847188646,8,2,4,1,33,1,68,Malware
62,19,8.721304977030929,2813,20.034127145054285,12566,288.9343649435916,4,9,1,0,37,2,88,Benign
54,19,5.307830852134861,2587,22.585830796236735,27501,175.86205521670783,2,2,4,4,34,0,13,Malware
75,27,26.658488104235747,4252,43.02100416719375,26125,117.84459481108644,0,1,3,0,15,2,42,Benign
86,19,26.435032777035506,1542,15.846796912533097,7561,249.52979637920888,3,7,2,1,1,1,29,Malware
34,18,17.53351013939683,3374,19.391090549733867,28429,109.98229549980164,2,8,0,2,4,2,30,Benign
84,37,8.789240009369708,2526,36.4017279785657,5828,325.0179852087998,7,3,1,2,17,0,50,Malware
90,33,16.149014377182436,4567,12.188651398150675,23079,128.95698133607092,11,3,4,6,28,2,83,Malware
37,28,22.696473527510925,3991,16.346349971019578,15396,275.0214569147518,8,4,4,1,32,1,53,Malware
45,10,26.118288254205233,2269,53.16764694833744,15465,492.05713495009104,9,2,0,2,8,0,41,Malware
77,13,7.347196773028286,1601,52.30733828974979,16072,103.9526082475752,5,4,2,3,36,1,73,Malware
90,33,21.68922411844037,4614,27.38880525234911,27158,246.74182706251932,10,3,0,2,36,1,46,Malware
44,12,13.283722353444126,3149,27.39956576555922,8465,369.3051423843602,9,7,2,0,19,1,70,Benign
94,19,23.51798861400928,4301,56.82577246320018,21649,163.56676184796237,8,4,4,6,24,2,35,Malware
51,21,24.444203685942824,1387,11.292056953601161,6289,324.29345662804735,2,6,2,0,3,1,31,Benign
32,27,32.31811105324155,4680,39.014775654263545,10411,203.27614344624908,4,3,1,2,14,0,49,Malware
83,32,17.311351261668797,2602,39.86952895203637,21856,189.10747663369028,8,1,3,0,32,0,68,Benign
43,29,21.127719804059527,2727,49.39435335908306,11542,457.99342029838067,6,7,3,0,12,1,59,Benign
65,15,13.04645368281528,4282,57.587525791130034,26576,181.3121915920641,13,3,2,2,31,2,86,Malware
96,30,13.596710724353823,3696,27.791379352167198,15767,250.62068430612103,9,8,4,5,34,2,82,Benign
39,11,6.381013446840875,4501,31.89167367280006,6896,167.83900194982286,8,5,4,3,31,0,48,Benign
78,19,13.58206826895519,1338,43.56492402600887,24538,213.555095901487,5,7,2,12,36,2,25,Malware
94,11,6.914860687719737,3231,58.36358111720883,27701,217.24267204895065,6,8,0,4,32,0,83,Malware
86,39,33.91747371757489,1055,54.53961768683538,16691,230.7092095028266,5,8,0,2,35,1,97,Benign
56,18,23.727897061283134,4026,43.352650163502226,22995,356.42677473069006,1,8,0,0,32,1,19,Benign
34,36,10.194456835588822,4833,52.8361785835511,27818,397.03709724461385,11,6,4,1,16,2,54,Malware
86,19,8.502990794610053,2305,14.260221544571813,25860,304.26788781249536,3,2,2,2,1,0,99,Malware
44,11,16.103678614326302,3619,28.856347142592632,29761,344.1903923683536,13,7,2,4,47,0,43,Malware
59,17,14.229419738565241,2151,10.65462478494236,18316,425.3074987933285,5,6,4,4,40,0,72,Malware
49,33,13.37764342743359,1716,18.87361191304752,17197,499.8242645361676,5,8,2,3,13,0,77,Malware
66,26,19.045881347930635,2749,41.5246285601201,8333,282.6023945374892,1,4,1,0,11,2,95,Benign
32,26,32.3862152892939,2662,54.27808118668334,23610,474.57379823705827,8,3,0,0,11,0,98,Benign
70,38,22.04150763209089,4055,41.639015499589775,8213,296.14803721140265,0,1,2,3,25,0,20,Benign
68,13,20.636945137598573,4579,43.206905350428336,25399,412.79990099660574,2,6,4,0,5,0,93,Benign
55,27,29.19645305483174,4655,15.191080262810093,22675,329.2892180593227,4,5,2,1,21,0,97,Benign
31,21,5.120738347906675,3263,43.243024545668995,15865,453.61569009486635,2,5,4,4,35,1,34,Malware
52,26,10.921570074657005,4161,32.71733586845955,7517,279.48128064670374,5,9,2,4,12,1,78,Malware
52,18,19.885578031665084,3991,42.57201157909117,16240,378.3260005188682,10,7,3,2,46,0,40,Malware
45,38,26.159271815662,1313,26.308655476491367,29433,286.5260876872752,4,0,1,1,13,1,66,Malware
38,28,19.550845848189148,3280,39.074297083158505,18379,442.8109605346767,8,0,3,4,3,2,96,Malware
42,23,9.911479439026316,3792,31.20346484154947,7154,497.7474716569531,0,3,2,0,12,0,62,Benign
57,23,32.89948452984729,3622,37.93185277175304,19906,197.32599677036475,2,7,4,0,47,2,90,Benign
56,39,14.859953933163357,1887,17.35447591649,28988,289.7355852829021,3,4,2,0,34,2,75,Benign
80,26,28.64647044183512,1246,29.79124268086425,24486,132.50267190415485,3,8,4,1,20,1,65,Benign
93,11,31.742400037928384,3489,28.713932862842704,25002,156.39817776551564,9,2,0,2,39,1,75,Malware
81,17,15.393481330659993,2922,46.81972603264042,25227,471.66007289822875,4,5,0,0,4,1,31,Benign
67,14,30.35935343990314,3182,45.32047569840328,21904,317.4455105963765,9,5,2,4,41,0,90,Malware
94,36,26.323210495003924,4953,55.44293423656665,23028,258.0464068904247,3,3,0,4,43,2,62,Malware
47,16,32.12842509986018,4063,41.60277961415987,5654,368.5930117230213,11,1,2,2,49,2,66,Malware
92,31,12.53932105168933,2025,25.727356489673667,5041,324.06451532804476,8,5,0,1,7,1,42,Benign
80,38,32.938328184148276,1160,49.16123316176657,19932,215.4870891868903,10,9,1,6,47,1,14,Malware
38,25,6.959194300097908,3187,34.84988217668132,16103,190.6458025040796,8,2,3,1,3,0,22,Benign
42,25,28.810138559169467,3351,19.674660531453927,25168,336.09590000364204,2,7,0,8,46,0,26,Malware
69,26,18.06995062104898,2483,47.37057341635632,25335,175.30620448456193,11,1,1,4,41,1,52,Malware
84,31,10.33669900558882,4892,16.62656978596145,18135,155.6688403088744,8,2,3,6,44,1,93,Malware
72,36,7.3820886530803875,2737,18.90766656230646,26804,227.3550249868244,1,8,4,2,13,1,93,Benign
73,16,16.68642541696814,1124,47.93779642175736,6513,444.53642525738735,3,1,3,5,29,2,21,Malware
97,29,16.679717651795627,3984,48.5072347035644,26150,114.72777636913153,10,9,3,2,41,0,93,Malware
62,17,11.898721529209563,2908,49.53906344021077,25120,433.3065014490757,2,0,1,0,21,2,80,Benign
53,17,11.465461950585285,2370,24.666256220855786,14472,348.389534491984,1,2,2,0,46,1,65,Benign
65,32,16.985428941404482,2617,53.329372868575945,9924,116.14910302279435,3,9,1,0,25,0,78,Benign
39,20,17.303416496154718,2977,46.13340679810364,12892,340.81556655531665,8,5,3,0,3,1,38,Benign
49,24,18.27094397489577,4395,51.698370477567025,13411,270.4077619009546,1,7,3,0,30,2,34,Benign
41,27,31.062781601833038,3454,45.4302742373445,25393,436.4510432421373,0,9,1,5,39,0,20,Benign
91,15,23.337635192682725,4540,38.979822937317024,26343,462.87948426521825,9,4,0,0,22,0,50,Benign
47,31,5.61299498214575,1163,15.469738578700966,16999,214.59726447904663,6,1,3,0,2,1,20,Benign
92,21,20.572977252865513,1861,45.546810597597464,6629,413.66800362244794,1,7,3,4,9,1,47,Malware
54,24,27.873538879572635,3287,44.5230387729092,28610,223.9211317283758,6,1,4,5,4,2,91,Malware
41,37,6.692429199335516,2236,25.624556664343018,8249,218.2541829355364,5,3,2,3,8,2,71,Malware
50,32,17.678236378223197,3196,46.79098845232131,21844,177.0553362819311,11,8,1,4,19,2,88,Malware
54,15,18.53630429772701,3631,37.52272767156637,21673,371.3956113129671,4,6,3,3,21,0,90,Malware
40,27,33.620613570073274,4174,37.97031192717075,14327,204.67419161070774,4,2,0,5,14,1,33,Malware
93,33,19.27051861348881,2206,28.380233939285628,5223,285.94333680916816,4,0,0,6,1,0,53,Malware
79,29,27.497007879866068,1504,15.839252067006829,7445,424.8512349902866,5,5,4,7,41,0,28,Malware
91,18,14.087061356271585,4767,20.84642289329945,28711,416.76513668295695,9,8,0,0,20,0,46,Benign
78,17,28.379199535652944,1524,48.44158266680291,21837,442.1770437181559,13,3,1,5,19,0,14,Malware
43,23,14.679870994920218,2403,23.572077524844694,17650,164.42580532169018,5,6,0,2,42,2,13,Benign
30,28,17.900707620350293,2767,10.112652716780575,7046,334.75710491293694,4,2,4,0,16,2,10,Benign
54,28,19.384468334350935,4733,59.8508710565775,10911,465.9359379370791,7,0,4,5,10,1,26,Malware
88,17,32.79088908254034,3822,20.534111692518543,17290,116.82003452081821,12,4,0,2,2,1,52,Malware
98,11,6.603606434146027,4095,42.76915744351969,17880,417.81070919934865,2,0,3,3,1,1,59,Malware
34,34,10.906014530324217,1700,56.346100228749684,17067,198.49488567484633,3,1,0,4,8,2,39,Malware
48,13,26.172282385925115,4204,39.98563673169685,10479,367.8614381003897,6,6,4,4,9,0,73,Malware
52,15,22.32732979645906,2017,49.95153075422287,19264,386.9620176116393,5,0,3,0,39,0,91,Benign
38,12,12.545941712449276,1049,58.818585607440745,8386,470.2340633162272,3,5,4,0,42,0,45,Benign
79,12,13.676026624730145,4005,53.018171296489285,26085,303.51976896918603,7,6,3,5,18,1,10,Malware
45,28,16.019284568260396,1694,37.89520443391808,26208,439.2924432362172,9,3,0,3,15,1,78,Benign
62,20,18.510408479909856,1025,28.185146524103807,11165,118.12720503984858,9,3,2,1,42,0,91,Benign
31,38,29.54081969758334,3697,34.12322245819798,23852,268.2171121029273,2,1,1,0,16,0,38,Benign
43,19,5.414464294158877,1010,52.091308409527215,27474,275.8075714675697,7,4,3,1,21,1,90,Benign
30,21,31.940592236404353,1807,52.66773050753201,10774,315.3113903374517,6,6,4,0,47,2,94,Benign
87,23,17.390813348945844,2125,52.292746117918185,23699,292.53618990714403,3,3,4,2,25,1,75,Malware
45,39,11.914925526992395,3058,39.86122013750055,25309,487.18460835318194,12,7,2,5,24,1,45,Malware
76,39,20.25238098582036,4183,33.84779588788065,19950,131.41582833923104,11,7,4,2,47,0,71,Malware
73,37,24.79010128098735,4677,25.56690280478309,15807,206.0066647716505,4,6,4,8,16,0,29,Benign
43,27,6.342566575808105,3819,10.168042759096465,22122,487.45151257981763,1,2,4,0,49,0,92,Benign
53,33,26.47332054998248,3817,48.22426354304779,10225,278.1210184836116,9,9,3,6,9,1,63,Malware
84,18,27.822835627515875,1972,23.849914000702732,9751,328.462980854954,8,8,3,6,38,0,91,Malware
44,24,9.98546852970258,4238,26.483894769266872,29180,132.41021772338303,7,7,1,3,15,1,22,Benign
63,33,10.036442851307086,4792,52.174061242352195,7218,213.62035198496147,0,9,2,0,48,2,56,Benign
31,35,11.113536636226305,3454,12.612557856131032,19669,115.86067946460633,3,0,0,5,13,1,84,Benign
56,12,28.898861362019115,2068,56.38101657287193,20377,155.00193699511527,9,8,2,3,44,0,37,Malware
52,32,13.160091677935673,1841,10.06809612192532,12915,353.3259271152817,5,6,1,0,24,0,64,Benign
97,20,28.878075141630635,3764,56.958455741270306,27927,405.4489855413057,8,9,3,1,33,2,52,Benign
43,19,21.21571576816547,1358,32.73792455417082,16431,448.0339507599044,11,9,3,6,12,0,53,Malware
92,27,28.01513990515426,3601,15.10613125759098,12106,200.58575221849014,11,3,2,6,10,0,30,Malware
94,13,21.610191250388326,1284,43.708068362059365,5874,233.14553664122352,6,4,0,3,31,2,62,Malware
97,37,15.073066976353722,3447,54.79282128606109,20293,327.7593509762629,8,6,3,5,4,2,56,Malware
92,22,32.32142427974175,2474,31.903640842381,13526,133.47434538717812,9,7,3,5,38,1,96,Malware
93,39,26.458869855723925,2635,44.56789520153332,10987,422.6873040755577,8,3,2,1,36,0,34,Benign
61,38,19.52164407547015,4515,58.96813600946469,6178,293.3168234835276,10,6,2,1,10,0,50,Malware
42,15,24.122854291258083,3435,22.03504118565025,22013,486.2030210778554,1,5,0,4,3,2,40,Malware
95,36,23.47530067606979,4427,51.022472846134406,11519,146.92640361028396,5,8,0,1,22,0,22,Benign
48,30,15.743486495128101,3831,24.76185546735883,11014,153.31615237675908,12,3,2,6,49,0,15,Malware
53,22,17.713152403385653,1424,31.316879999507997,5080,239.43091364682857,10,3,0,2,21,0,10,Malware
40,34,14.54770332899362,2029,24.08829342486304,5909,182.70487975147543,4,2,1,7,38,0,17,Malware
88,35,34.98554394246359,4625,32.30058742170612,13641,378.63605951770296,2,7,2,3,46,1,65,Benign
44,29,22.40193361953168,2919,10.254451621414125,8070,478.72418303797485,8,7,4,0,38,2,71,Benign
39,14,7.761659632923869,3488,25.171942366513576,10429,135.9618039820468,4,3,0,1,46,0,96,Benign
70,29,20.573215511049067,4995,32.26470319688479,25462,196.89453324498845,4,2,2,0,3,0,78,Benign
56,23,6.498858940155197,1355,41.6120091853048,23363,195.159259213058,0,5,4,1,29,0,31,Benign
89,22,13.659561449388976,3966,41.86806955879544,9775,303.6292255848849,9,8,1,0,37,2,73,Benign
81,23,18.378833479285497,3812,39.18928092352464,28212,280.8101769595199,1,7,1,2,5,2,78,Benign
57,17,21.028114598057357,4659,24.651591479614844,20714,390.74648249032873,8,6,3,2,3,0,26,Benign
94,25,34.28544199184765,1553,57.37021579678727,5729,393.0524883297566,6,6,4,0,30,1,27,Benign
46,22,34.466651714124566,2886,29.598491187054968,16203,329.1017853822457,5,4,4,2,47,1,54,Malware
73,33,7.942081097190632,1267,20.844697061952893,12905,336.4089036768049,6,1,4,0,40,1,63,Benign
39,24,21.143980182886676,2915,37.725646983399365,24404,436.9265559545871,10,8,1,1,8,1,48,Malware
92,28,29.51328185576342,4039,47.44643349404568,14205,258.77457510097673,1,2,3,0,44,2,74,Benign
76,10,12.131384607582643,2240,10.611678641113311,26159,104.937179318431,5,8,1,3,13,2,97,Malware
67,31,27.516892957654147,1063,23.81720036977737,22704,185.21211550110303,10,9,2,2,20,0,63,Malware
99,11,31.35857167114938,3489,51.24889263000149,11332,114.14484427528988,2,1,4,4,13,2,25,Malware
82,27,24.874621881063756,4762,35.35105466927991,8264,257.39848911961815,2,0,4,3,6,1,78,Benign
73,28,14.831100465353567,3588,30.424415228995702,25992,243.1342501718673,4,9,3,0,10,0,41,Benign
83,17,32.69396958021718,2298,56.54506397911559,17874,139.4519738138381,7,6,3,2,26,2,35,Malware
49,12,31.505602810225064,1469,14.476754856141934,24292,402.0102363469861,7,0,4,2,6,0,44,Benign
60,32,26.474759563821127,4287,40.77851003889245,24427,321.2242936022412,6,7,1,1,26,2,62,Benign
36,35,15.910043403115193,4936,27.10943581218885,7190,190.28068227936572,2,2,3,0,28,0,52,Benign
87,23,28.75689087184398,3019,13.541169914646286,10946,403.6504303462439,4,2,4,0,12,1,50,Benign
39,35,14.483269445064234,2836,20.68722543054101,15761,367.17247681679817,7,8,2,0,40,1,33,Benign
39,18,12.58858554000712,3023,41.39666065086422,24888,176.6380559195516,6,0,3,2,4,1,53,Malware
68,38,20.45040160733843,2589,11.413846692727871,28690,493.1553322558444,5,6,0,1,24,2,88,Malware
57,17,34.91405675003752,1877,39.61244076946755,14494,170.9704263422108,11,1,2,4,15,0,32,Malware
59,26,29.12965824302363,4663,57.84252106086522,13981,408.6801055833134,1,2,4,0,24,1,84,Benign
66,32,26.893781963549714,2217,49.754803118513465,29498,487.3145932440445,2,9,3,5,13,1,54,Malware
96,32,18.560382400819318,3759,27.279853966692283,16491,390.2008720846659,6,7,3,3,3,0,64,Malware
72,33,14.358500275574482,3060,16.910382318080416,12964,366.31082774007285,0,2,1,1,27,1,79,Benign
81,25,30.677022894515478,1221,33.25322169564893,6964,461.3285787274952,8,1,4,2,39,0,78,Malware
85,19,22.031983399430576,2728,29.64752180892027,29992,207.65287755426888,4,6,0,6,45,2,73,Malware
97,30,29.39764853365697,2419,58.5866480011926,6344,210.86230018632733,9,2,4,1,15,1,23,Malware
38,19,19.632611287129357,1880,59.4934027254211,7737,356.4641554817553,7,7,3,6,26,0,39,Malware
52,34,27.61872482036301,1838,30.52923281618956,24029,452.8551118766191,10,3,3,5,23,0,13,Malware
92,34,31.032231760150843,1751,17.439199176496842,15799,346.949659345427,2,5,0,0,39,0,15,Benign
90,33,16.741700794099984,1269,55.53047748214526,22188,490.819502523805,6,7,2,0,33,1,48,Benign
69,15,5.407087097120478,4369,49.67711378334967,15957,189.1609237467011,2,3,4,8,21,2,27,Malware
73,31,12.64779698062727,2634,35.56371033278488,13021,430.35184114308515,4,4,4,1,14,0,60,Benign
53,26,32.447451232532266,1731,28.267732150757066,15144,470.9054593004735,4,2,4,6,13,2,65,Malware
80,38,25.626267816568728,3891,32.40829137998637,27405,270.8009591809697,4,3,1,0,32,2,98,Benign
87,25,27.11656149310821,1615,55.09405876525552,26302,484.79301069293194,7,9,0,0,42,1,66,Benign
62,24,14.758658427962644,4503,19.232172388176924,19129,180.85904818223167,12,7,2,8,44,2,68,Malware
45,31,26.038189540249853,4960,50.33917605617355,9405,481.13357330510263,2,6,4,0,12,0,70,Benign
51,23,24.388464362282754,2431,10.90953164135777,9798,461.1232237822743,5,5,2,0,10,2,26,Benign
86,13,10.35120990431087,3112,56.02859965710425,18672,126.45834886510264,4,4,2,4,22,2,47,Malware
91,13,34.06072332291934,4728,35.01486398231029,23959,308.53264320897455,10,8,2,5,47,1,85,Malware
99,39,15.6207678004322,4109,21.33739131705861,28167,311.5356205988228,1,3,3,0,25,2,90,Benign
59,11,14.878609215201267,3075,10.14282514085912,9792,122.78937075993093,8,2,4,2,44,0,98,Malware
52,38,16.07484632690594,2312,37.97732343723871,8713,115.81246404299175,5,5,4,0,47,0,46,Benign
61,20,7.75158845962308,4991,22.224393527991907,13796,102.03871232581636,7,1,4,3,29,0,26,Benign
86,39,23.748905512796476,2902,41.563216800542165,16542,309.8035373675594,1,8,0,0,7,1,40,Benign
38,13,12.158727312391903,3284,24.058464072602362,16988,285.5262415876664,8,5,1,3,35,1,23,Benign
60,30,29.099382691525427,4197,14.401201459511345,9416,476.1840774225564,8,2,1,5,29,0,62,Malware
38,38,16.824685404018375,1383,35.25258149217797,16740,236.9225263432404,10,1,1,3,16,2,45,Malware
42,37,18.75675446871956,3373,38.22428681440722,21687,363.2909582125402,3,8,1,1,8,1,95,Benign
87,30,24.39266162346677,1084,32.629501276977535,21902,103.02536585624296,10,9,3,7,9,2,14,Malware
32,25,27.856134018612174,3796,32.901777716489065,25414,365.41537832009203,1,2,0,0,20,2,49,Benign
64,30,11.93345914544335,1245,39.48250639500077,27719,465.3840096107647,8,5,0,5,19,1,79,Malware
50,13,33.988829891544384,3435,36.31767547050767,11165,241.90718266602312,1,8,3,0,16,2,78,Benign
93,10,23.669646379000437,3976,16.628376943132906,16070,225.62284071345022,1,2,4,1,29,2,97,Benign
81,39,5.169158705011627,4958,19.854282324251617,21463,350.41194594902,10,8,3,3,34,0,31,Malware
63,35,17.468666297706534,3313,17.089552071452502,18595,231.42082618299452,5,1,1,3,28,2,23,Malware
64,33,18.104534618922628,3808,44.66477911098729,13294,260.96735019060446,8,3,0,7,34,2,34,Malware
44,28,29.274949279231908,1803,36.4299206083483,20345,209.24661634531492,9,9,3,0,17,1,93,Benign
35,11,14.154193223615115,4276,31.49275617654641,7450,237.9556825115742,3,2,1,0,4,1,74,Benign
61,18,14.936795488848905,3275,49.91694976364247,14147,371.7642449724511,7,6,1,2,34,2,58,Malware
81,32,7.114822785577037,1239,26.289732988040257,18057,468.95007457047393,0,3,2,0,30,2,44,Benign
57,34,13.506380735774444,2096,38.40533315454805,26298,333.24619028638665,12,3,4,3,45,1,61,Malware
93,22,26.5088510445755,4742,13.720380074509922,10709,104.01337957133188,3,0,4,5,38,2,38,Malware
48,27,24.042707586794588,1387,47.2202041912556,13785,205.55702471950536,10,9,4,13,30,0,67,Malware
44,25,7.441822640236822,3425,44.75962224077949,19551,480.8954114609798,13,2,0,6,31,2,81,Malware
35,25,8.44081676344349,3259,50.1189814648441,8549,464.12870553204124,3,4,0,1,43,2,91,Malware
67,34,16.30777891775324,4719,54.223797900827684,5562,146.25889584022084,5,4,0,2,32,2,40,Benign
55,19,27.31273286423029,3842,47.90141336477093,26394,463.3668252269311,0,3,0,0,34,2,30,Benign
80,18,29.987548343858897,1675,52.22449450636469,6699,485.8116092155681,6,6,1,3,45,1,15,Malware
82,20,5.438721290300522,3696,27.282729948086228,27778,229.82875830413593,8,9,4,3,18,2,18,Benign
85,34,14.870317319222021,1170,27.166868100746985,13916,380.402723761307,3,9,0,1,6,0,39,Malware
88,35,17.72785590885725,2175,57.215040994990815,20010,323.9929662054519,5,3,4,12,3,2,27,Malware
99,38,32.33398432371369,2700,55.72872681631024,22726,234.81986342031155,1,6,1,0,40,0,39,Benign
87,35,20.042196731283287,1808,37.424867055261124,23279,161.33431236740802,10,5,0,2,14,1,93,Malware
42,13,13.091022957370512,3151,28.32793926363229,11228,246.76808964217875,9,5,2,5,38,0,69,Benign
72,19,16.701411954915343,4293,53.30007651294002,25484,471.118628575405,9,4,3,1,17,1,64,Malware
80,12,18.093033244842417,2305,26.17055662136831,23666,424.4993502293385,7,7,0,13,27,1,19,Malware
48,15,25.099876205878353,4459,17.68175414472222,5374,232.26981225716176,6,8,0,2,37,1,22,Malware
50,12,6.232633489022756,3419,41.974633750274,7322,319.070140804328,5,8,2,1,26,0,50,Malware
53,36,16.68354989073051,1128,12.131090486648347,14586,262.38467148383256,4,5,1,1,14,0,11,Benign
55,18,24.39663910743354,4475,28.9550953083244,14032,286.49513919712444,8,4,3,5,36,0,14,Malware
74,12,13.499669460931923,3267,50.3831907847311,19996,404.4842744022007,5,0,1,0,24,1,42,Benign
57,27,22.752530199924625,2196,24.760809784641737,9723,317.2024803803441,9,2,2,2,21,2,74,Benign
58,17,15.718367903121322,1471,56.56577395367666,23435,172.41778536471662,5,7,0,2,1,0,46,Benign
46,31,27.761626025203263,2883,57.791233330831865,19869,207.6142511218156,5,0,3,0,42,0,70,Benign
97,17,6.817930893874804,4035,50.79081503825594,17102,327.1175447510409,0,0,1,0,32,0,67,Benign
73,24,32.53885942104069,4524,59.382165949603134,19013,377.1278239716798,3,7,0,0,11,2,21,Benign
90,22,10.148376438469269,3655,36.53820557557188,6547,303.24817095303166,3,6,4,3,48,1,50,Malware
97,16,9.756412602480474,2525,38.45997760694858,17170,348.084212936478,4,1,2,2,17,2,37,Malware
54,28,30.219288343196375,4123,51.80834076352392,7453,415.7507806301919,1,5,1,0,3,2,91,Benign
96,17,31.07848769071666,3141,34.64026278940452,14628,318.1567664832247,1,8,4,0,37,2,45,Benign
31,19,7.789199403374009,2599,30.336000341653477,7364,490.87658002091973,9,7,1,1,29,1,51,Malware
78,26,32.26156784044731,2044,40.73767955872695,19874,194.2274607210894,2,5,1,1,19,0,63,Malware
99,10,13.198936001869289,3153,42.8829755424441,12598,467.87530015602147,7,1,4,3,43,0,63,Malware
55,22,23.558650562241667,2871,47.54479108480832,27867,199.0639179189431,12,2,2,3,33,0,47,Malware
56,38,7.057804712236873,2223,43.41003486300427,12821,312.65783057348074,3,2,2,1,49,1,94,Malware
47,35,16.41983303384603,2867,47.28608976316642,9614,282.3627083210439,9,8,4,3,39,2,80,Malware
83,22,18.521738273136137,2375,43.72798354443762,11030,249.15330764776198,11,8,2,3,47,1,78,Malware
30,33,22.994797080689317,4352,34.02226192500894,18741,485.0938674403297,4,4,3,7,5,1,67,Malware
90,25,20.75815914243397,2305,16.746729216823518,22307,208.9206243463961,4,4,3,1,2,2,88,Benign
32,38,18.844788844747775,1611,49.27216144676292,14642,369.94764173722467,6,7,0,5,9,1,18,Malware
97,18,33.78920635296764,3896,11.538957569384152,9786,421.62742880512394,4,2,4,0,41,2,57,Benign
70,19,10.550683309632774,2562,59.62500458806698,18260,178.80273824374723,5,8,3,0,25,1,27,Benign
66,15,9.739826919400045,4316,51.422924496983995,11758,489.2611705622128,4,4,1,1,20,1,21,Benign
80,14,26.40257182702015,1947,43.54553039906525,28851,318.6561902823198,6,8,2,0,11,1,36,Benign
44,11,7.236556546106963,2598,58.33033859272267,28605,465.79626464522266,6,9,3,2,12,2,87,Malware
37,20,19.4867436798283,1853,40.623514072810465,17005,365.55242386553624,8,8,3,7,1,1,86,Malware
67,18,19.521593574566214,2909,12.821644037217403,16096,359.770740310709,6,3,4,0,24,0,45,Benign
85,15,14.30075992877274,3476,37.969108700726004,7258,238.23443569607326,2,1,1,8,17,0,58,Benign
76,17,32.91331225040593,2977,23.86020928284714,9542,408.23605737043516,12,6,3,5,16,2,18,Malware
39,18,13.476303052880343,2061,28.47387639922184,5069,111.91452687995107,8,0,1,1,46,2,43,Malware
78,18,13.653258567147397,2442,32.97925779250144,14516,322.32819284790617,11,6,2,2,38,1,85,Malware
